hop:1	rtt:3 ms	ip:192.168.0.1
hop:3	rtt:13 ms	ip:172.25.44.1
hop:4	rtt:26 ms	ip:212.156.38.21
hop:5	rtt:24 ms	ip:81.212.216.12
hop:6	rtt:32 ms	ip:81.212.208.91
hop:7	rtt:19 ms	ip:81.212.217.121
hop:8	rtt:64 ms	ip:212.156.101.126
hop:9	rtt:88 ms	ip:80.81.194.26
hop:10	rtt:76 ms	ip:64.125.30.254
hop:11	rtt:74 ms	ip:64.125.29.65
hop:12	rtt:76 ms	ip:82.98.193.29
hop:15	rtt:76 ms	ip:140.82.121.3
