hop:1	rtt:17 ms	ip:192.168.0.1
hop:3	rtt:12 ms	ip:172.25.44.1
hop:4	rtt:13 ms	ip:212.156.38.21
hop:5	rtt:26 ms	ip:81.212.216.12
hop:6	rtt:13 ms	ip:212.156.251.142
hop:7	rtt:12 ms	ip:81.212.218.41
hop:8	rtt:14 ms	ip:195.175.51.210
hop:9	rtt:39 ms	ip:95.70.143.225
hop:10	rtt:20 ms	ip:95.70.143.226
hop:12	rtt:21 ms	ip:5.2.87.161
