hop:1	rtt:16 ms	ip:192.168.0.1
hop:3	rtt:12 ms	ip:172.25.44.1
hop:4	rtt:12 ms	ip:212.156.38.21
hop:5	rtt:11 ms	ip:81.212.216.50
hop:6	rtt:18 ms	ip:212.156.119.172
hop:7	rtt:18 ms	ip:81.212.217.121
hop:8	rtt:61 ms	ip:212.156.101.126
hop:10	rtt:54 ms	ip:62.67.19.66
hop:11	rtt:64 ms	ip:151.101.194.167
