hop:1	rtt:7 ms	ip:192.168.0.1
hop:3	rtt:14 ms	ip:172.25.44.1
hop:4	rtt:11 ms	ip:212.156.38.21
hop:5	rtt:11 ms	ip:81.212.216.12
hop:6	rtt:17 ms	ip:81.212.208.91
hop:7	rtt:23 ms	ip:81.212.217.121
hop:8	rtt:64 ms	ip:212.156.101.126
hop:9	rtt:57 ms	ip:62.157.248.1
hop:10	rtt:61 ms	ip:62.154.18.34
hop:11	rtt:62 ms	ip:80.157.202.42
hop:12	rtt:72 ms	ip:151.101.194.167
