hop:1	rtt:32 ms	ip:192.168.0.1
hop:3	rtt:31 ms	ip:172.25.44.1
hop:5	rtt:11 ms	ip:81.212.216.50
hop:6	rtt:19 ms	ip:212.156.119.172
hop:8	rtt:64 ms	ip:212.156.101.126
hop:9	rtt:55 ms	ip:62.157.248.1
hop:10	rtt:54 ms	ip:62.154.18.34
hop:11	rtt:63 ms	ip:80.157.202.42
hop:12	rtt:68 ms	ip:151.101.194.167
