hop:1	rtt:4 ms	ip:192.168.0.1
hop:3	rtt:11 ms	ip:172.25.44.1
hop:4	rtt:12 ms	ip:212.156.38.21
hop:5	rtt:22 ms	ip:81.212.216.12
hop:6	rtt:11 ms	ip:81.212.203.228
hop:7	rtt:29 ms	ip:212.156.104.158
hop:8	rtt:28 ms	ip:157.240.72.200
hop:9	rtt:30 ms	ip:157.240.47.143
hop:10	rtt:28 ms	ip:173.252.67.65
hop:11	rtt:29 ms	ip:157.240.9.35
